set,label,f0,mfcc,cqt
val,0,191.39806297426588,"[-4.3640610e+02  1.0725055e+02 -1.5584255e+01  2.5365376e+01
 -1.1154824e+01  1.4134320e+01 -1.1275402e+01 -1.5084010e+01
 -1.7464958e+01 -3.8477647e+00 -2.4570076e+00 -1.7017712e+01
 -9.6302342e-01 -5.1423688e+00 -7.1958327e-01 -8.5595627e+00
  2.9624981e-01 -2.0939040e+00 -1.1009947e+01 -7.7010220e-01]","[0.3496419  0.33399186 0.2950161  0.34288412 0.49740615 0.66222376
 0.614911   0.62349147 0.46641758 0.36075574 0.3613027  0.35624915]"
val,0,246.71381611845544,"[-4.0143683e+02  5.3595680e+01 -2.8401628e+01  4.9814079e+01
 -1.0775657e+01  2.4398155e+01 -1.9300571e+01 -7.4228606e+00
 -2.3122171e+01 -8.9006920e+00 -2.9123554e+00 -1.7576138e+01
 -1.3021594e-01 -1.0324970e+01  5.0854197e+00 -1.0173720e+01
  3.1559207e+00 -2.6979521e-01 -1.1140440e+01 -4.1296908e-01]","[0.37484813 0.4297158  0.4187761  0.4675526  0.45244905 0.4509243
 0.53289795 0.5403227  0.6180334  0.45372626 0.39919347 0.33755526]"
val,0,238.6418900753401,"[-3.6079507e+02  7.9839737e+01 -7.6765919e+00  2.5203714e+01
 -6.1758285e+00  1.7059900e+01 -1.2349705e+01 -8.8570118e+00
 -1.6091307e+01  8.2626438e-01  3.5405532e-01 -3.8429117e+00
  9.3286629e+00 -4.1241832e+00  5.4479399e+00 -5.9765558e+00
  2.8572762e+00  3.4403452e-01  1.6685069e+00  7.1292372e+00]","[0.303255   0.33454862 0.34372994 0.40002558 0.44331527 0.563661
 0.50653005 0.52856255 0.4241011  0.3362908  0.2938056  0.29052302]"
val,0,203.7098918100744,"[-4.1349094e+02  8.0255814e+01 -8.6773872e+00  4.0542187e+01
 -2.7875385e+00  1.2958864e+01 -1.4035405e+01 -1.6411489e+01
 -2.0391232e+01 -1.1271757e+01 -4.1342835e+00 -1.4922713e+01
 -3.4229107e+00 -6.0552917e+00  1.9593889e+00 -7.7751150e+00
  1.4090244e+00 -1.2629247e-01 -1.0317058e+01  3.0648961e+00]","[0.2984878  0.34385854 0.3008856  0.3429351  0.3755672  0.5299346
 0.5484548  0.5505908  0.52948123 0.38677162 0.4004555  0.38203952]"
val,0,247.19392397005424,"[-409.12085     85.69118    -17.504242    23.464714   -10.365876
   14.987591   -14.076358   -12.219913   -20.236519    -8.540288
   -1.730858   -13.572965     2.1625276   -6.76432     -1.4525542
   -8.201278     1.5808406   -1.159082    -9.032382     3.3828743]","[0.43858966 0.46408734 0.38718626 0.4467869  0.47971892 0.5698935
 0.48591217 0.46358514 0.41968    0.3694299  0.42145875 0.44818977]"
val,0,203.69767266869593,"[-368.21457     83.466125   -29.213505    41.958775    -4.761307
   13.000474   -22.769758   -13.578859   -21.934042   -10.842629
   -7.944677   -17.739534    -1.7029113   -9.717308     1.5414412
  -12.062513     0.8770693   -2.7423866  -12.772516    -2.4327915]","[0.351208   0.37370658 0.2868246  0.33799922 0.3876513  0.44138923
 0.4376161  0.54584694 0.44172567 0.36804503 0.30279157 0.2779093 ]"
val,0,220.5057054373247,"[-366.643       72.47311    -12.362512    18.45497    -11.842906
    1.5333978  -17.827854    -9.166119   -17.316906    -9.938453
   -2.8830795  -12.226706    -3.6219015   -6.939931    -0.8414717
   -9.771709    -2.014787    -7.023175   -11.75417      1.8559449]","[0.42574757 0.42506376 0.33534628 0.40178612 0.44275603 0.46436116
 0.44502988 0.42995703 0.49061507 0.3348064  0.33558416 0.3674236 ]"
val,0,225.313436753715,"[-352.5265      78.11881    -31.603876    24.579988    -6.8912735
   11.069661   -22.050182   -16.471294   -23.262247    -6.828002
   -4.508055   -16.99778     -0.6029729   -5.6927       2.111453
  -12.829532     2.3521717   -0.9926094  -13.6815195   -1.6237062]","[0.28666428 0.3693083  0.3279948  0.3221541  0.3051535  0.3929251
 0.46738225 0.57454723 0.59657794 0.4730502  0.36631078 0.27370554]"
val,0,266.46180505568606,"[-4.09831268e+02  8.91141739e+01 -1.16215410e+01  2.00994263e+01
 -8.91868114e+00  5.16944599e+00 -2.00811100e+01 -9.54943657e+00
 -1.70614986e+01 -6.09696531e+00 -1.72708917e+00 -1.42525425e+01
 -3.03404474e+00 -6.93912220e+00 -4.93981808e-01 -8.31138992e+00
  4.25898600e+00 -1.67747343e+00 -9.76298332e+00 -4.29756492e-02]","[0.43772736 0.5746798  0.50026244 0.43974677 0.39934582 0.54684144
 0.57472724 0.4740074  0.47823122 0.3681972  0.36917686 0.42363024]"
val,0,230.73700982475134,"[-370.45624      80.691986    -24.507536     20.461605    -19.693666
   19.81492     -11.849352     -9.68877     -23.063322     -8.955409
   -6.581619    -17.71272      -0.40599558   -8.517891      3.7519174
  -10.88262       1.8594471     0.43929523  -11.612634     -3.1252208 ]","[0.43157044 0.45602798 0.38870504 0.46007887 0.5166898  0.57483464
 0.51849043 0.5224973  0.49753994 0.48202404 0.4428351  0.36686957]"
test,0,242.29131134118268,"[-377.62335     84.17297    -29.882608    40.026745   -25.293833
   17.938093   -21.294895    -7.522628   -20.619976    -7.724086
   -4.2555695  -18.158222     0.8342582  -10.433241     3.3140259
  -12.421214     2.4741943   -1.533691   -11.800341    -1.2248172]","[0.38248488 0.53793114 0.46523133 0.44106555 0.4321179  0.49221563
 0.51642317 0.5199399  0.45715287 0.37613606 0.33781758 0.32524925]"
test,0,240.10865398639413,"[-3.7707092e+02  8.1672058e+01 -1.5236058e+01  1.4580123e+01
 -8.9892836e+00  2.2196762e+01 -1.1410292e+01 -8.1978598e+00
 -1.3349050e+01  5.9953089e+00  3.6359501e+00 -1.4526099e+00
  1.0719952e+01 -3.8213723e+00  4.5910196e+00 -8.1673279e+00
  3.4956310e+00 -3.9624985e-02  1.8792572e+00  6.2719626e+00]","[0.37719247 0.4210543  0.3597169  0.39071596 0.40199313 0.6060147
 0.53142846 0.4694326  0.40623024 0.32780966 0.3171886  0.31399006]"
test,0,269.60574167345675,"[-376.5853      83.60842    -15.727579    19.72678    -13.958291
   15.354196    -9.579506    -7.8404956  -15.224355    -1.1898962
    1.9413512   -2.1565394    6.6565323   -4.2026       4.323433
   -7.2366443    4.9879923    2.784055     5.564246     9.910943 ]","[0.3697417  0.37279746 0.36804706 0.3876895  0.38779953 0.522727
 0.47302502 0.44129345 0.35487366 0.27399004 0.2609084  0.28183272]"
test,0,221.88176399414047,"[-400.0884      82.82394     -5.6676197   34.648037    -9.630261
   11.781483   -10.697535    -8.655028   -23.722221   -12.831731
   -5.876679   -17.83303     -4.7987723   -5.986964     2.420221
  -10.558307     0.6427361   -0.7015895   -9.926837     1.6983229]","[0.33939856 0.39929533 0.37211785 0.44239643 0.47791356 0.5627238
 0.5345174  0.46146676 0.3971574  0.4086896  0.36453503 0.31322995]"
test,0,253.93047957535055,"[-4.06390045e+02  7.03124466e+01 -2.52318764e+01  4.41851654e+01
 -1.01061735e+01  2.24089146e+01 -2.34364376e+01 -1.02716970e+01
 -2.06616783e+01 -5.51838017e+00 -5.30084991e+00 -1.93759270e+01
 -1.87091184e+00 -1.18787336e+01  3.75722075e+00 -1.10841560e+01
  2.82243514e+00 -3.50627422e-01 -9.10661507e+00 -8.31681013e-01]","[0.49675918 0.54624295 0.41823894 0.41305488 0.4463622  0.48535538
 0.4914165  0.48283076 0.45362645 0.41709897 0.3627298  0.4028742 ]"
test,0,310.5378422387715,"[-3.8987021e+02  6.9375763e+01 -1.6993366e+01  4.0358944e+01
 -8.5169945e+00  2.7961206e+01 -1.9969223e+01 -1.5031433e+00
 -1.7707581e+01 -3.0874550e+00  6.2821873e-02 -3.3053226e+00
  1.0039149e+01 -2.8579113e+00  7.7975278e+00 -1.0534495e+01
  1.0786784e+01  4.0618372e+00  1.1006564e+01  1.3266689e+01]","[0.315501   0.3055358  0.3654505  0.35198528 0.42480612 0.60181063
 0.60320187 0.57347864 0.40414473 0.3337229  0.28919587 0.24976118]"
test,0,228.23652485661128,"[-399.02744      84.07051     -17.710768     30.284018    -16.319687
   14.15197     -11.271968    -11.554586    -17.716896     -9.065624
   -2.3155808   -14.577099     -5.4631786    -8.926328     -0.607144
  -10.481955      1.903797     -1.366588     -9.183501     -0.78384155]","[0.3421657  0.4336135  0.3701632  0.47102398 0.48250753 0.5351386
 0.54858613 0.52637553 0.52619076 0.4280269  0.46373263 0.3788151 ]"
test,0,231.13511415866566,"[-378.66077     74.81407    -20.51172     40.388428   -18.078611
   14.902627   -16.93707    -12.709916   -23.060934    -7.232238
   -3.1616147  -14.598836    -0.7174793   -9.499698     1.4108156
  -12.534092     4.322475    -1.631062   -10.798775     1.8925174]","[0.42516536 0.45076597 0.44397008 0.46808255 0.4531498  0.5207873
 0.5445047  0.57110196 0.5269759  0.42905957 0.41083628 0.38600162]"
test,0,193.09180189775137,"[-409.09326     97.97346    -18.337646    38.318897   -14.282172
   17.503208   -13.53238    -14.7333     -20.59796    -10.196942
   -2.755609   -15.992292    -1.789128    -7.01337      1.0756663
   -9.763407     4.248785     1.7489532  -12.216591    -0.4632885]","[0.34707054 0.3926784  0.3778769  0.4374595  0.4921182  0.55073667
 0.530236   0.47872356 0.39313465 0.2859168  0.30985743 0.3421013 ]"
test,0,255.14071049959338,"[-405.89017      70.90434     -11.90205      35.266876    -10.385213
   15.212737    -16.062737    -13.764702    -21.93307     -11.499351
   -4.208029    -12.946283     -4.9611497    -8.344332      1.5330436
  -14.48419       2.3408248    -1.8114307   -12.332904      0.62189955]","[0.26827234 0.3680484  0.31017727 0.37667748 0.43680307 0.37860137
 0.40461218 0.44658145 0.45607048 0.40149263 0.35297123 0.2821728 ]"
test,0,220.9830813781726,"[-3.81273590e+02  8.10127792e+01 -1.78797379e+01  2.14133244e+01
 -1.05786085e+01  1.09043207e+01 -1.42065239e+01 -1.59769964e+01
 -1.85939426e+01 -7.35827637e+00 -5.35462236e+00 -1.53226423e+01
 -1.93178904e+00 -6.88293314e+00  3.29587191e-01 -7.95746899e+00
 -5.01106977e-01 -5.09354055e-01 -1.02657642e+01 -1.38141394e+00]","[0.39509314 0.39467892 0.30049592 0.33191684 0.39090997 0.4667412
 0.4658725  0.5059408  0.42956775 0.3279971  0.31636426 0.3398462 ]"
test,0,233.07613711751387,"[-389.01187     89.162155   -19.98132     32.27245    -17.277626
   12.789797   -14.958814   -12.717421   -26.280752   -10.38317
   -5.0933843  -16.072226    -4.2594233   -9.822304     4.017966
  -12.877054     2.0694635   -1.159398   -10.244339     3.2954183]","[0.44142646 0.46140736 0.4003142  0.3700934  0.39643982 0.46711823
 0.49638525 0.53463405 0.47074562 0.3885166  0.33596274 0.3767679 ]"
test,0,212.1902950724766,"[-378.85385     59.687073   -22.903528    60.53204     -7.9728966
   17.216908   -17.626905    -8.011243   -22.503635   -12.945869
   -6.832275   -16.838428    -4.673831   -11.214842     5.704615
  -11.066433     2.4952154   -1.9921546   -9.254364     2.29304  ]","[0.3876821  0.48472768 0.4312398  0.43782708 0.44285163 0.5194116
 0.56650364 0.5527018  0.5147317  0.4610649  0.39839134 0.33579305]"
test,0,216.86575324463828,"[-378.13144    103.20698    -19.94032     22.314892   -24.360363
   11.643821   -13.812859   -14.112623   -21.616447    -5.5758224
   -3.304915   -18.763052    -2.091945    -8.6014805    1.9976639
   -9.277891    -0.8668114   -0.886947   -10.379801    -1.548905 ]","[0.2937131  0.36724254 0.2999523  0.39869505 0.3984985  0.45611656
 0.51357305 0.57345134 0.5733199  0.4305305  0.33031392 0.29827854]"
test,0,215.4615886844512,"[-3.9268820e+02  6.1221542e+01 -1.5394669e+01  5.1014118e+01
 -4.8197162e-01  8.5242758e+00 -1.9816967e+01 -1.0812350e+01
 -2.2383287e+01 -1.8202414e+01 -2.9953420e+00 -1.4927688e+01
 -8.6873503e+00 -6.2188520e+00  7.5619215e-01 -1.1864935e+01
  7.0204053e+00 -1.5598138e-01 -1.1857831e+01  1.9861383e+00]","[0.28047964 0.33102152 0.30082527 0.35320118 0.34554157 0.385619
 0.46402454 0.48042393 0.4323342  0.36733803 0.3050492  0.24277824]"
test,0,237.61147453854394,"[-391.2631       86.50859     -14.536997     28.94391     -23.979465
    5.6996827   -10.933678    -11.298723    -22.40636      -6.5375786
   -2.6937387   -17.246214     -3.2968085    -9.913586      2.1277976
   -6.0038867     2.100639     -0.5462173   -10.320719     -0.81626403]","[0.47890395 0.5646495  0.39357623 0.42518008 0.43719414 0.47354496
 0.48542184 0.5770707  0.51496077 0.39941192 0.428507   0.41822654]"
test,0,197.8863371194513,"[-399.14096     72.751366   -15.562368    40.892254    -0.8185301
    3.1812482  -17.15698     -8.430606   -20.580166   -16.518208
   -4.80618     -8.754851    -3.9141266   -5.9488606    3.641248
   -6.2313876    4.8785253   -6.730014    -6.1387887    2.1244106]","[0.35864916 0.38929456 0.34583664 0.35524443 0.3145428  0.38703266
 0.4243324  0.4817929  0.4323574  0.3361407  0.43564916 0.34568462]"
test,0,229.69897807469727,"[-382.92484     75.658356   -12.303743    30.13476    -26.88225
   10.761387   -14.544765   -13.681316   -22.416348   -10.68743
   -6.0722117  -11.037463     2.6863613   -8.384268     2.5801542
   -7.869294     1.8032328   -5.0341897   -7.41324      0.8360861]","[0.4437908  0.4186116  0.39240152 0.43606564 0.41213027 0.3991586
 0.44159582 0.5952529  0.5157526  0.3976361  0.40716717 0.38241577]"
test,0,239.65874020276786,"[-4.24344940e+02  8.23143768e+01 -1.43893528e+01  2.64761047e+01
 -1.78653908e+01  1.06011715e+01 -1.56922655e+01 -9.93328381e+00
 -1.95974998e+01 -9.96768284e+00 -4.57259417e+00 -8.72342396e+00
  1.74664602e-01 -9.21050739e+00  5.62459755e+00 -8.14528084e+00
  3.35445857e+00 -2.39912939e+00 -9.34393215e+00  3.82592380e-01]","[0.48376793 0.5816182  0.47307387 0.45766407 0.48864737 0.55828947
 0.54220057 0.5826954  0.5483366  0.36087313 0.33379143 0.38174617]"
test,0,202.5249648328134,"[-404.0094      83.13103    -21.358717    39.12003    -16.716818
   18.013912   -20.433353    -9.9452915  -23.526747   -11.432741
   -6.1718235  -14.131149    -0.7901503  -11.867834     4.78202
  -10.458795     2.1746347   -4.4204803   -6.9397054   -1.0111451]","[0.33094704 0.38998023 0.3485623  0.39766818 0.3856173  0.45616078
 0.4446429  0.4842133  0.4884679  0.41854024 0.41313693 0.33736512]"
test,0,215.92590607762116,"[-407.56464     93.118675   -16.985985    24.473888    -8.323961
    5.0276237  -15.386813   -11.03566    -21.837788    -8.286836
   -3.681996   -14.397534    -4.501294    -8.979706     3.6187792
   -5.2846637    2.9301577   -2.3992808   -6.7423587    2.5459955]","[0.40588972 0.43842342 0.38478544 0.36033496 0.43076593 0.4605382
 0.51669455 0.6255483  0.4836664  0.37372681 0.36202633 0.3237949 ]"
test,0,237.50632629539643,"[-4.37787048e+02  9.26595764e+01 -2.29616470e+01  3.48244514e+01
 -6.91436768e+00  1.20648155e+01 -1.90716019e+01 -1.58310575e+01
 -2.01189308e+01 -5.04855919e+00 -2.18219805e+00 -1.46128254e+01
 -1.60576308e+00 -1.08734055e+01  3.20710659e-01 -8.25740528e+00
  4.27324533e+00 -3.95537472e+00 -1.11443396e+01  2.41025066e+00]","[0.4476931  0.477962   0.4033322  0.38559365 0.36437812 0.4162521
 0.46242785 0.5949299  0.47180995 0.4003636  0.40375483 0.3438761 ]"
test,0,215.6883357932715,"[-393.7706      78.78231    -18.96711     22.556309   -12.798443
    5.9611382  -11.113429   -16.780098   -21.740812    -4.2578225
   -3.2716615  -12.765809     1.3250377   -4.791874     1.3296683
   -7.185619     4.9831886   -1.9643086  -12.721181     1.877828 ]","[0.38639644 0.35284537 0.346719   0.35578355 0.4117775  0.43523374
 0.42231733 0.511612   0.45167518 0.40493524 0.37089354 0.36442316]"
test,0,227.6108482985484,"[-403.8481      78.86431    -19.883537    27.689308   -22.267235
   10.42482    -22.178246   -13.468642   -17.157053    -3.9388785
   -0.7583605  -13.403401     6.627263    -4.5718775    3.2200096
   -3.6795416    5.446174    -3.4496965  -11.920419     0.6416082]","[0.42828396 0.48150918 0.4330176  0.44030222 0.48075765 0.51002926
 0.48306516 0.47710875 0.5014204  0.52056956 0.5096316  0.43293798]"
test,0,207.38793184053588,"[-4.1477045e+02  7.6583038e+01 -1.7483540e+01  3.6722229e+01
 -2.0566141e+01  2.2404367e+01 -1.9084391e+01 -9.6051712e+00
 -2.0861752e+01 -4.4879208e+00 -1.4182432e+00 -1.4858761e+01
  3.0493822e+00 -7.9918985e+00  3.7766285e+00 -7.9364290e+00
  6.4265151e+00 -1.4177523e+00 -9.7029572e+00 -3.2823631e-01]","[0.35906535 0.39181322 0.3517171  0.36844775 0.5739946  0.5609446
 0.5437274  0.49893177 0.47281894 0.4186551  0.3905834  0.32304227]"
test,0,184.3591482964412,"[-385.2479     110.493004   -31.81027     24.32632     -7.746901
    0.9877194  -18.832724   -19.18794    -24.04385     -4.088349
   -2.857232   -13.983344    -0.5367059   -7.1315117    3.3136792
   -5.920931     6.248176    -3.0442705  -14.644966     0.974276 ]","[0.33187923 0.357324   0.3118324  0.37340096 0.49005586 0.46662477
 0.4883716  0.4440833  0.33882537 0.30608088 0.33075956 0.31721827]"
test,0,225.5238441746514,"[-455.4228      50.254917   -14.538147    56.872044   -11.369973
   21.19434    -15.407646    -2.3060615  -17.499537    -6.2560005
   -2.3422718  -11.735021    -0.9546252   -7.849661     6.4565697
   -9.459014     7.2742953   -5.794479    -7.966161     2.8482835]","[0.49831957 0.63142514 0.40884647 0.4269093  0.5177544  0.5760216
 0.5740667  0.4756256  0.41835728 0.37639198 0.38271388 0.3564441 ]"
test,0,191.82386049874916,"[-406.29037    106.34126    -15.4633875   12.111034    -6.8194194
    2.6507554   -9.817678   -11.746882   -21.707493    -5.0636873
   -0.5264093  -13.393469    -3.450516    -7.392652     1.4873823
   -6.0575147    2.9338844    1.9618533  -10.971485     0.8295916]","[0.3800098  0.46902424 0.3566398  0.39309826 0.4562184  0.51249284
 0.49762902 0.52753025 0.46136463 0.369668   0.3361885  0.30967265]"
test,0,231.2228475725219,"[-3.6989972e+02  8.0660347e+01 -3.6689449e+01  1.5666041e+01
 -2.5092157e+01  1.1553163e+01 -8.7059870e+00 -1.1052318e+01
 -1.6679312e+01 -3.0655653e+00  7.0025438e-01 -1.1046614e+01
  2.6834111e+00 -4.2081137e+00  3.0896583e+00 -5.2999182e+00
  2.6932039e+00 -4.9332080e+00 -1.0840664e+01  2.4213763e-01]","[0.41761237 0.4453126  0.39875153 0.4054882  0.40189454 0.46209222
 0.5796493  0.47599268 0.46448392 0.37859264 0.3682721  0.4486151 ]"
test,0,232.6603120709402,"[-3.7939017e+02  7.7918839e+01 -2.4742720e+01  1.8557638e+01
 -1.6052534e+01  1.0882189e+01 -1.1947347e+01 -1.7878677e+01
 -2.3557619e+01 -3.5254691e+00  2.6722303e-01 -1.2788743e+01
 -7.3168509e-02 -5.1422687e+00  2.5394533e+00 -8.3116550e+00
  3.9656036e+00 -7.5249928e-01 -1.0836019e+01  1.6437175e+00]","[0.35688925 0.39089298 0.403063   0.4009387  0.42804575 0.45495203
 0.46359614 0.46621546 0.44607693 0.4123489  0.37605998 0.33153707]"
train,0,238.30197576318824,"[-388.77972      50.175507    -20.420612     39.425503    -10.432298
   11.104421    -19.45874     -13.584437    -16.211405     -5.616609
   -2.6316307   -12.839808     -0.71146244   -4.7605014     1.7352722
   -8.775914      8.627497     -2.9163585   -11.6783905     1.8645461 ]","[0.445671   0.43387288 0.41031417 0.36812308 0.42549732 0.4784197
 0.5211199  0.4508756  0.37061867 0.34845045 0.32672507 0.35206383]"
train,0,218.3240626211072,"[-403.34305     75.62872    -15.014377    25.248734   -16.15167
    9.928814   -15.710475   -11.147583   -20.516329    -5.862175
   -2.101157   -10.133826     4.193185    -4.70409      4.249748
   -6.9477496    6.9772577    0.8302714   -9.395495     1.3375626]","[0.3866091  0.3393242  0.27120665 0.29502538 0.34067577 0.41428974
 0.5334436  0.49004436 0.48163435 0.44383338 0.35155407 0.3460847 ]"
train,0,238.410041209529,"[-413.08478     58.25852    -22.327543    30.98524    -24.231045
   28.21242    -17.292528    -9.467434   -17.462744    -1.9080755
    2.0966985  -11.330357     6.100041    -3.7652743    8.503659
   -4.819168     7.948142    -1.4743253   -7.8819604    1.750162 ]","[0.45602348 0.41521466 0.35635218 0.36208802 0.39112344 0.4500508
 0.5958888  0.51123476 0.44019398 0.42713758 0.49368382 0.43416062]"
train,0,226.41948405618874,"[-386.63556     85.88319    -28.653074    24.98315     -1.3950045
    6.190556   -14.168434   -16.70586    -22.596004   -10.633577
   -2.727437   -12.461891    -3.744913    -3.004597     4.103775
   -6.790049     5.257024    -2.7721581  -12.066224     3.40943  ]","[0.28916663 0.35017607 0.24687167 0.18042588 0.2616316  0.29206634
 0.5488719  0.45789883 0.31464535 0.24237035 0.24769649 0.27981424]"
train,0,219.50261860426676,"[-3.9907361e+02  8.1977058e+01 -1.5703338e+01  2.2760113e+01
  1.8680112e+00 -4.1540173e-01 -1.9684212e+01 -1.8319405e+01
 -1.6115688e+01 -3.6834641e+00 -1.4772707e+00 -9.2054052e+00
  4.6562564e-02 -3.2318993e+00  4.0265590e-01 -5.6478376e+00
  3.3984597e+00 -3.0940142e+00 -1.1600831e+01  1.6741204e+00]","[0.36343512 0.37873352 0.34397876 0.33695462 0.37890235 0.4633046
 0.58255017 0.45505488 0.34640938 0.32014233 0.3247585  0.34882072]"
train,0,195.0115525140006,"[-3.8597171e+02  8.8888474e+01 -2.2264444e+01  3.0452860e+01
 -9.4709969e+00  1.6318834e+01 -1.3404978e+01 -1.2173090e+01
 -2.2148561e+01 -8.0215874e+00 -3.5868719e+00 -1.2931168e+01
  1.4294773e+00 -6.9232607e+00  2.5598328e+00 -8.1653547e+00
  2.3689828e+00 -2.3557754e-01 -8.0025606e+00 -5.0974697e-01]","[0.28068528 0.28824574 0.2562297  0.26305515 0.34106696 0.42078304
 0.5598817  0.48526385 0.43574107 0.4135939  0.41020462 0.33315653]"
